Domains,number,ID
PF04082,26,"['YBL005W', 'YBL066C', 'YBR150C', 'YBR297W', 'YER184C', 'YGL013C', 'YGR288W', 'YHR178W', 'YIL130W', 'YIR023W', 'YJL206C', 'YJR127C', 'YKL015W', 'YKL222C', 'YLR014C', 'YLR098C', 'YLR266C', 'YLR278C', 'YMR019W', 'YMR280C', 'YNR063W', 'YOL089C', 'YOR337W', 'YOR380W', 'YPL248C', 'YPR022C']"
PF04083,2,"['YLL012W', 'YLR020C']"
PF04084,1,['YBR060C']
PF04088,1,['YLR191W']
PF04090,1,['YML043C']
PF04091,1,['YGL233W']
PF04095,1,['YOR209C']
PF04096,3,"['YGL092W', 'YKL068W', 'YMR047C']"
PF04097,1,['YFR002W']
PF04098,2,"['YDL059C', 'YML032C']"
PF04099,2,"['YDR246W', 'YML077W']"
PF04100,1,['YJL029C']
PF04101,1,['YGL047W']
PF04104,1,['YKL045W']
PF04106,1,['YPL149W']
PF04108,1,['YLR423C']
PF04109,1,['YDL149W']
PF04110,1,['YBR217W']
PF04111,1,['YPL120W']
PF04112,1,['YEL053C']
PF04113,1,['YHR188C']
PF04114,1,['YLR088W']
PF04115,1,['YIR032C']
PF04116,4,"['YDR297W', 'YGR060W', 'YLR056W', 'YMR272C']"
PF04117,2,"['YLR251W', 'YOR292C']"
PF04118,1,['YDR141C']
PF04119,1,['YFL014W']
PF04120,1,['YMR319C']
PF04121,1,['YDL116W']
PF04124,1,['YML071C']
PF04127,1,['YIL083C']
PF04129,1,['YDR484W']
PF04130,2,"['YHR172W', 'YNL126W']"
PF04133,1,['YJR044C']
PF04135,1,['YHR072W-A']
PF04136,1,['YER157W']
PF04137,1,['YML130C']
PF04139,1,['YPL194W']
PF04140,1,['YDR410C']
PF04145,3,"['YHR175W', 'YLR411W', 'YPR124W']"
PF04146,1,['YDR374C']
PF04147,1,['YDL148C']
PF04148,1,['YHR181W']
PF04152,1,['YMR224C']
PF04153,3,"['YDL165W', 'YIL038C', 'YPR072W']"
PF04157,2,"['YLR417W', 'YPL002C']"
PF04158,1,['YLL011W']
PF04161,1,['YLR242C']
PF04163,1,['YMR065W']
PF04176,1,['YPR040W']
PF04177,1,['YMR028W']
PF04178,2,"['YBL102W', 'YMR292W']"
PF04179,1,['YMR283C']
PF04180,1,['YKL143W']
PF04181,2,"['YDR066C', 'YER139C']"
PF04182,1,['YAL001C']
PF04188,1,['YBR004C']
PF04189,1,['YNL062C']
PF04190,1,['YOR164C']
PF04191,2,"['YGR157W', 'YJR073C']"
PF04192,1,['YLR409C']
PF04193,6,"['YBR147W', 'YCR075C', 'YDR090C', 'YDR352W', 'YMR010W', 'YOL092W']"
PF04194,1,['YOL022C']
PF04212,1,['YPR173C']
PF04253,3,"['YJR126C', 'YOR256C', 'YPL176C']"
PF04258,1,['YKL100C']
PF04263,1,['YOR143C']
PF04265,1,['YOR143C']
PF04280,1,['YIL022W']
PF04281,1,['YNL131W']
PF04299,1,['YKL070W']
PF04318,11,"['YAL068W-A', 'YDR543C', 'YEL074W', 'YER188C-A', 'YFL063W', 'YJR162C', 'YKL225W', 'YLL065W', 'YMR326C', 'YNL337W', 'YNR077C']"
PF04366,2,"['YFR024C-A', 'YHR016C']"
PF04376,1,['YGL017W']
PF04377,1,['YGL017W']
PF04383,3,"['YDL056W', 'YER111C', 'YKL043W']"
PF04387,1,['YJL097W']
PF04389,6,"['YBR074W', 'YBR286W', 'YDR415C', 'YFR018C', 'YJR126C', 'YOR256C']"
PF04406,1,['YHL022C']
PF04408,7,"['YER013W', 'YGL120C', 'YKL078W', 'YKR086W', 'YLR419W', 'YMR128W', 'YNR011C']"
PF04410,2,"['YHR089C', 'YNL124W']"
PF04418,1,['YCL057C-A']
PF04419,1,['YDL085C-A']
PF04420,1,['YGL020C']
PF04421,1,['YPR017C']
PF04423,1,['YNL250W']
PF04424,2,"['YGL082W', 'YPL191C']"
PF04425,3,"['YML111W', 'YMR275C', 'YNR069C']"
PF04426,3,"['YML111W', 'YMR275C', 'YNR068C']"
PF04427,6,"['YDR312W', 'YHR066W', 'YHR088W', 'YKR081C', 'YNL075W', 'YOL077C']"
PF04428,2,"['YDR147W', 'YLR133W']"
PF04433,4,"['YAL034C', 'YFR037C', 'YJL176C', 'YOR338W']"
PF04437,1,['YGL145W']
PF04438,2,"['YHR040W', 'YJR055W']"
PF04442,1,['YPL132W']
PF04446,1,['YGR024C']
PF04468,2,"['YDR505C', 'YLR177W']"
PF04478,2,"['YGR023W', 'YLR332W']"
PF04479,3,"['YER185W', 'YGR213C', 'YLR046C']"
PF04488,4,"['YBR161W', 'YGL038C', 'YJR075W', 'YPL057C']"
PF04494,1,['YBR198C']
PF04495,1,['YDR517W']
PF04499,4,"['YFR040W', 'YGL229C', 'YJL098W', 'YKR028W']"
PF04502,1,['YKL095W']
PF04506,1,['YBL020W']
PF04511,2,"['YBR201W', 'YDR411C']"
PF04515,1,['YOR161C']
PF04547,1,['YBR086C']
PF04557,1,['YOR168W']
PF04558,1,['YOR168W']
PF04560,3,"['YOR151C', 'YOR207C', 'YPR010C']"
PF04561,3,"['YOR151C', 'YOR207C', 'YPR010C']"
PF04563,3,"['YOR151C', 'YOR207C', 'YPR010C']"
PF04564,1,['YDL190C']
PF04565,3,"['YOR151C', 'YOR207C', 'YPR010C']"
PF04566,2,"['YOR151C', 'YOR207C']"
PF04567,2,"['YOR151C', 'YOR207C']"
PF04568,2,"['YDL130W-A', 'YDL181W']"
PF04571,1,['YMR165C']
PF04573,1,['YLR066W']
PF04574,2,"['YDL042C', 'YOL068C']"
PF04588,2,"['YML030W', 'YNR018W']"
PF04597,1,['YJL002C']
PF04603,1,['YJR074W']
PF04614,1,['YDL065C']
PF04615,1,['YML093W']
PF04622,1,['YMR202W']
PF04627,1,['YPL271W']
PF04628,2,"['YBR254C', 'YEL048C']"
PF04648,2,"['YGL089C', 'YPL187W']"
PF04652,1,['YLR181C']
PF04658,1,['YMR227C']
PF04667,2,"['YHR132W-A', 'YNL157W']"
PF04669,1,['YPL225W']
PF04670,2,"['YGR163W', 'YML121W']"
PF04675,1,['YDL164C']
PF04676,1,['YGR093W']
PF04677,1,['YGR093W']
PF04679,1,['YDL164C']
PF04683,1,['YLR421C']
PF04684,1,['YKL112W']
PF04695,1,['YGL153W']
PF04699,1,['YIL062C']
PF04707,3,"['YDR185C', 'YLR168C', 'YLR193C']"
PF04715,2,"['YER090W', 'YNR033W']"
PF04718,1,['YPR020W']
PF04719,1,['YML015C']
PF04722,1,['YNL222W']
PF04729,1,['YJL115W']
PF04733,1,['YIL076W']
PF04739,3,"['YDR422C', 'YER027C', 'YGL208W']"
PF04750,1,['YHR140W']
PF04752,1,['YER163C']
PF04756,2,"['YML019W', 'YOR085W']"
PF04757,3,"['YDR265W', 'YJL210W', 'YMR026C']"
PF04758,2,"['YLR287C-A', 'YOR182C']"
PF04760,1,['YOL023W']
PF04762,1,['YLR384C']
PF04768,2,"['YER069W', 'YJL071W']"
PF04769,2,"['YCL066W', 'YCR040W']"
PF04777,2,"['YGR029W', 'YPR037C']"
PF04795,1,['YNL215W']
PF04801,1,['YKR025W']
PF04802,1,['YNL201C']
PF04810,4,"['YHR098C', 'YIL109C', 'YNL049C', 'YPR181C']"
PF04811,5,"['YHR035W', 'YHR098C', 'YIL109C', 'YNL049C', 'YPR181C']"
PF04815,4,"['YHR098C', 'YIL109C', 'YNL049C', 'YPR181C']"
PF04818,3,"['YDR228C', 'YDR289C', 'YNL251C']"
PF04821,1,['YNL273W']
PF04824,1,['YDL003W']
PF04825,2,"['YDL003W', 'YPR007C']"
PF04840,1,['YPL045W']
PF04841,1,['YPL045W']
PF04847,1,['YKL159C']
PF04851,3,"['YDR332W', 'YIL143C', 'YIR002C']"
PF04855,2,"['YBR289W', 'YLR321C']"
PF04856,1,['YDR113C']
PF04857,1,['YNR052C']
PF04869,1,['YDL058W']
PF04871,1,['YDL058W']
PF04874,1,['YAL025C']
PF04882,1,['YDR329C']
PF04889,1,['YDR163W']
PF04892,1,['YJR112W-A']
PF04893,2,"['YGL161C', 'YGR172C']"
PF04898,1,['YDL171C']
PF04900,1,['YDR339C']
PF04910,1,['YDR333C']
PF04911,1,['YML081C-A']
PF04912,1,['YMR294W']
PF04922,1,['YGR227W']
PF04925,1,['YIL104C']
PF04926,1,['YKR002W']
PF04928,1,['YKR002W']
PF04930,1,['YAL008W']
PF04931,1,['YEL055C']
PF04934,1,['YHR058C']
PF04935,1,['YKL082C']
PF04938,1,['YPR057W']
PF04939,1,['YOR294W']
PF04950,2,"['YDL060W', 'YPL217C']"
PF04979,1,['YMR311C']
PF04981,1,['YHR170W']
PF04983,3,"['YDL140C', 'YOR116C', 'YOR341W']"
PF04987,1,['YKL165C']
PF04990,1,['YDL140C']
PF04991,2,"['YJR061W', 'YKL201C']"
PF04992,1,['YDL140C']
PF04997,3,"['YDL140C', 'YOR116C', 'YOR341W']"
PF04998,3,"['YDL140C', 'YOR116C', 'YOR341W']"
PF05000,3,"['YDL140C', 'YOR116C', 'YOR341W']"
PF05001,1,['YDL140C']
PF05007,1,['YJR013W']
PF05008,1,['YMR197C']
PF05011,1,['YKL149C']
PF05019,1,['YDR204W']
PF05020,1,['YBR170C']
PF05021,1,['YBR170C']
PF05022,1,['YKR092C']
PF05024,1,['YGR216C']
PF05026,1,['YNL118C']
PF05032,2,"['YGR230W', 'YHR152W']"
PF05046,1,['YCR071C']
PF05047,2,"['YKL167C', 'YPR100W']"
PF05051,1,['YLL009C']
PF05057,3,"['YDL109C', 'YDR444W', 'YGL144C']"
PF05063,2,"['YCL055W', 'YGL192W']"
PF05064,1,['YJL041W']
PF05093,1,['YKR071C']
PF05127,1,['YNL132W']
PF05129,1,['YKL160W']
PF05131,1,['YLR148W']
PF05132,1,['YDL150W']
PF05141,1,['YDR403W']
PF05148,1,['YDR083W']
PF05158,1,['YNR003C']
PF05160,1,['YDR363W-A']
PF05162,2,"['YDL133C-A', 'YDL184C']"
PF05172,2,"['YDL088C', 'YMR153W']"
PF05175,2,"['YDR140W', 'YNL063W']"
PF05176,1,['YLR393W']
PF05178,1,['YNL308C']
PF05179,1,['YLR418C']
PF05180,1,['YNL310C']
PF05181,1,['YMR201C']
PF05182,1,['YJR093C']
PF05185,1,['YBR133C']
PF05186,1,['YDR469W']
PF05187,1,['YOR356W']
PF05188,5,"['YCR092C', 'YDR097C', 'YFL003C', 'YHR120W', 'YOL090W']"
PF05189,1,['YOL010W']
PF05190,4,"['YCR092C', 'YDR097C', 'YFL003C', 'YOL090W']"
PF05191,2,"['YDR226W', 'YER170W']"
PF05192,6,"['YCR092C', 'YDL154W', 'YDR097C', 'YFL003C', 'YHR120W', 'YOL090W']"
PF05193,7,"['YBL045C', 'YDR430C', 'YHR024C', 'YLR163C', 'YLR389C', 'YOL098C', 'YPR122W']"
PF05195,2,"['YER078C', 'YFR006W']"
PF05202,1,['R0010W']
PF05203,2,"['YDL185W', 'YDL227C']"
PF05204,2,"['YDL185W', 'YDL227C']"
PF05205,1,['YBR258C']
PF05206,1,['YOL125W']
PF05207,2,"['YBL071W-A', 'YJR097W']"
PF05208,1,['YBL082C']
PF05216,1,['YKR030W']
PF05221,1,['YER043C']
PF05222,1,['YIR034C']
PF05224,1,['YHR124W']
PF05234,1,['YBL025W']
PF05236,1,['YMR005W']
PF05238,1,['YDR254W']
PF05241,1,['YLR050C']
PF05251,1,['YGL226C-A']
PF05253,1,['YOL125W']
PF05254,1,['YKL053C-A']
PF05255,1,['YOL129W']
PF05277,1,['YFL034W']
PF05282,1,['YBL074C']
PF05285,1,['YGR245C']
PF05291,1,['YBR247C']
PF05316,1,['Q0140']
PF05327,1,['YKL125W']
PF05328,3,"['YDR178W', 'YLR164W', 'YOR297C']"
PF05345,1,['YIL140W']
PF05346,1,['YER140W']
PF05347,2,"['YDR379C-A', 'YER048W-A']"
PF05348,1,['YBR173C']
PF05362,1,['YBL022C']
PF05365,1,['YGR183C']
PF05378,1,['YKL215C']
PF05383,3,"['YCL037C', 'YDL051W', 'YDR515W']"
PF05388,1,['YMR297W']
PF05390,2,"['YDL049C', 'YJL174W']"
PF05391,1,['YMR268C']
PF05397,1,['YOL051W']
PF05405,1,['YPL078C']
PF05433,1,['YNL208W']
PF05436,2,"['YGL089C', 'YPL187W']"
PF05460,1,['YHR118C']
PF05470,1,['YMR309C']
PF05476,1,['YER153C']
PF05486,1,['YKL122C']
PF05493,1,['YCL005W-A']
PF05495,1,['YKL084W']
PF05508,1,['YGL164C']
PF05529,3,"['YDL072C', 'YKL065C', 'YMR040W']"
PF05546,1,['YDR393W']
PF05557,1,['YGL086W']
PF05603,1,['YOL032W']
PF05615,1,['YML062C']
PF05620,1,['YLR065C']
PF05625,1,['YPL101W']
PF05637,2,"['YDR245W', 'YJL183W']"
PF05645,1,['YPR190C']
PF05648,2,"['YOL147C', 'YPL112C']"
PF05652,2,"['YLR270W', 'YOR173W']"
PF05669,1,['YGL127C']
PF05670,2,"['YMR132C', 'YPL009C']"
PF05680,1,['YDR322C-A']
PF05693,2,"['YFR015C', 'YLR258W']"
PF05712,1,['YPR023C']
PF05719,1,['YDR372C']
PF05721,1,['YJR154W']
PF05730,1,['YLR390W-A']
PF05739,5,"['YLR026C', 'YMR183C', 'YOL018C', 'YOR106W', 'YPL232W']"
PF05742,1,['YGR127W']
PF05743,1,['YCL008C']
PF05746,2,"['YDR341C', 'YHR091C']"
PF05764,1,['YDR485C']
PF05768,1,['YDR286C']
PF05773,4,"['YCR059C', 'YDR152W', 'YDR283C', 'YLR419W']"
PF05783,1,['YMR299C']
PF05786,1,['YBL097W']
PF05793,1,['YGR186W']
PF05794,1,['YDR006C']
PF05797,1,['R0020C']
PF05817,1,['YMR149W']
PF05832,1,['YDR084C']
PF05833,1,['YPL009C']
PF05839,1,['YDR260C']
PF05841,1,['YIR025W']
PF05843,1,['YMR061W']
PF05856,1,['YKL013C']
PF05859,1,['YAL034W-A']
PF05871,1,['YJR102C']
PF05873,1,['YKL016C']
PF05875,2,"['YBR183W', 'YPL087W']"
PF05879,1,['YOR165W']
PF05890,1,['YKL172W']
PF05891,1,['YBR261C']
PF05907,1,['YCR090C']
PF05916,4,"['YDR013W', 'YDR489W', 'YJL072C', 'YOL146W']"
PF05920,2,"['YGL096W', 'YPL177C']"
PF05922,1,['YEL060C']
PF05933,1,['Q0080']
PF05958,1,['YKR056W']
PF05970,2,"['YHR031C', 'YML061C']"
PF05983,1,['YOL135C']
PF05997,1,['YDR087C']
PF06011,4,"['YAL053W', 'YGL139W', 'YOR365C', 'YPL221W']"
PF06012,1,['YDR457W']
PF06017,2,"['YKL129C', 'YMR109W']"
PF06025,1,['YDR457W']
PF06026,1,['YOR095C']
PF06046,1,['YIL068C']
PF06052,1,['YJR025C']
PF06058,1,['YOL149W']
PF06068,2,"['YDR190C', 'YPL235W']"
PF06071,2,"['YBR025C', 'YHL014C']"
PF06087,1,['YBR223C']
PF06090,1,['YDR315C']
PF06093,1,['YGR063C']
PF06102,1,['YOR287C']
PF06127,1,['YGL010W']
PF06148,1,['YGR120C']
PF06172,1,['YML079W']
PF06179,1,['YBR253W']
PF06202,1,['YPR184W']
PF06218,1,['YEL062W']
PF06220,1,['YLR298C']
PF06221,1,['YKR023W']
PF06246,1,['YJR050W']
PF06293,1,['YGR262C']
PF06325,1,['YBR034C']
PF06331,1,['YDR079C-A']
PF06333,1,['YDR443C']
PF06367,1,['YNL271C']
PF06371,1,['YNL271C']
PF06391,1,['YDR460W']
PF06395,1,['YAL041W']
PF06398,5,"['YBR168W', 'YDR479C', 'YGR004W', 'YHR150W', 'YLR324W']"
PF06413,1,['YNL213C']
PF06417,1,['YGL231C']
PF06418,2,"['YBL039C', 'YJR103W']"
PF06419,1,['YNL041C']
PF06420,1,['YJR144W']
PF06421,1,['YLR289W']
PF06422,7,"['YDR011W', 'YDR406W', 'YIL013C', 'YNR070W', 'YOR153W', 'YOR328W', 'YPL058C']"
PF06423,1,['YJL091C']
PF06424,1,['YBR055C']
PF06428,1,['YNL272C']
PF06432,1,['YPL076W']
PF06437,1,['YOR155C']
PF06464,1,['YOR093C']
PF06470,4,"['YFL008W', 'YFR031C', 'YJL074C', 'YLR086W']"
PF06472,2,"['YKL188C', 'YPL147W']"
PF06479,1,['YHR079C']
PF06480,2,"['YER017C', 'YMR089C']"
PF06544,1,['YDR473C']
PF06602,1,['YJR110W']
PF06624,1,['YBR162W-A']
PF06628,2,"['YDR256C', 'YGR088W']"
PF06644,1,['YNL315C']
PF06645,1,['YJR010C-A']
PF06650,1,['YLL040C']
PF06687,10,"['YDL222C', 'YFR012W', 'YKL187C', 'YLR413W', 'YLR414C', 'YLR443W', 'YML052W', 'YMR063W', 'YNL194C', 'YOL019W']"
PF06699,1,['YDR302W']
PF06703,1,['YML055W']
PF06728,1,['YLR459W']
PF06732,1,['YGR103W']
PF06733,2,"['YER171W', 'YPL008W']"
PF06738,2,"['YJL107C', 'YJL108C']"
PF06741,1,['YGR178C']
PF06747,2,"['YHR116W', 'YKL195W']"
PF06777,1,['YER171W']
PF06807,1,['YOR250C']
PF06813,1,['YMR155W']
PF06814,2,"['YHL017W', 'YKL039W']"
PF06839,1,['YBL019W']
PF06842,1,['YNL024C-A']
PF06858,1,['YPL093W']
PF06862,1,['YIL091C']
PF06870,1,['YNL248C']
PF06881,1,['YNL230C']
PF06883,1,['YPR010C']
PF06916,1,['YGR147C']
PF06920,1,['YLR422W']
PF06957,1,['YDL145C']
PF06968,1,['YGR286C']
PF06978,1,['YNL221C']
PF06984,1,['YLR439W']
PF06999,2,"['YBR151W', 'YML050W']"
PF07019,1,['YLL014W']
PF07039,1,['YCL010C']
PF07061,1,['YHR079C-A']
PF07064,1,['YLR039C']
PF07065,1,['YLR215C']
PF07081,1,['YJL217W']
PF07106,1,['YGL033W']
PF07189,1,['YNL138W-A']
PF07200,1,['YLR119W']
PF07228,1,['YHR076W']
PF07247,4,"['YGR177C', 'YGR212W', 'YOR377W', 'YPL272C']"
PF07264,1,['YOL048C']
PF07281,2,"['YHR133C', 'YNL156C']"
PF07297,1,['YIL102C-A']
PF07304,1,['YDL195W']
PF07393,2,"['YJL204C', 'YLR166C']"
PF07453,1,['Q0255']
PF07479,2,"['YDL022W', 'YOL059W']"
PF07491,1,['YFR003C']
PF07492,2,"['YBR001C', 'YDR001C']"
PF07500,2,"['YGL043W', 'YKL005C']"
PF07521,1,['YLR277C']
PF07522,1,['YMR137C']
PF07524,1,['YPL011C']
PF07529,3,"['YDR334W', 'YDR359C', 'YIL126W']"
PF07534,2,"['YOR118W', 'YPL196W']"
PF07535,1,['YDR052C']
PF07539,1,['YBL004W']
PF07540,1,['YLR002C']
PF07541,1,['YJR007W']
PF07542,1,['YJL180C']
PF07543,1,['YNL149C']
PF07544,1,['YNR010W']
PF07557,1,['YOR073W']
PF07558,1,['YOR073W']
PF07569,1,['YBL008W']
PF07571,1,['YGL112C']
PF07572,1,['YBR231C']
PF07574,1,['YLR007W']
PF07575,1,['YJR042W']
PF07576,1,['YHL010C']
PF07646,1,['YPL263C']
PF07647,4,"['YBL085W', 'YER114C', 'YLR362W', 'YOR359W']"
PF07650,1,['YNL178W']
PF07651,3,"['YGR241C', 'YHR161C', 'YNL243W']"
PF07683,1,['YNR029C']
PF07687,3,"['YBR281C', 'YFR044C', 'YJL172W']"
PF07690,43,"['YAL067C', 'YBR008C', 'YBR043C', 'YBR180W', 'YBR293W', 'YCL069W', 'YCL073C', 'YCR023C', 'YCR028C', 'YDL054C', 'YDR119W', 'YGR065C', 'YGR138C', 'YGR224W', 'YGR260W', 'YHL047C', 'YHR048W', 'YIL120W', 'YIL121W', 'YIL166C', 'YJL163C', 'YJR124C', 'YJR152W', 'YKL221W', 'YKR105C', 'YKR106W', 'YLL028W', 'YLL055W', 'YLR004C', 'YML116W', 'YMR088C', 'YMR221C', 'YMR279C', 'YNL065W', 'YNL125C', 'YNR055C', 'YOL119C', 'YOL137W', 'YOR273C', 'YOR306C', 'YOR378W', 'YPR156C', 'YPR198W']"
PF07691,6,"['YAL063C', 'YAL064C-A', 'YAR050W', 'YHR211W', 'YHR213W', 'YKR102W']"
PF07716,3,"['YEL009C', 'YFL031W', 'YIR017C']"
PF07717,7,"['YER013W', 'YGL120C', 'YKL078W', 'YKR086W', 'YLR419W', 'YMR128W', 'YNR011C']"
PF07718,1,['YDR238C']
PF07719,1,['YKL022C']
PF07724,3,"['YBR227C', 'YDR258C', 'YLL026W']"
PF07728,2,"['YFR007W', 'YLR106C']"
PF07731,3,"['YDR506C', 'YFL041W', 'YMR058W']"
PF07732,3,"['YDR506C', 'YFL041W', 'YMR058W']"
PF07738,1,['YOR154W']
PF07741,1,['YGR246C']
PF07743,1,['YGL018C']
PF07744,1,['YKL005C']
PF07748,1,['YGL156W']
PF07757,1,['YPL030W']
PF07766,2,"['YOL027C', 'YPR125W']"
PF07767,1,['YPL146C']
PF07774,1,['YCL045C']
PF07780,1,['YCL054W']
PF07792,1,['YOR129C']
PF07798,2,"['YFL046W', 'YLR283W']"
PF07817,1,['YDL207W']
PF07819,1,['YFL025C']
PF07823,1,['YGR247W']
PF07859,1,['YDR428C']
PF07885,1,['YJL093C']
PF07890,1,['YPR143W']
PF07896,1,['YBR269C']
PF07904,1,['YNL136W']
PF07915,1,['YDR057W']
PF07923,1,['YNL127W']
PF07926,1,['YKR095W']
PF07934,1,['YML060W']
PF07942,2,"['YMR209C', 'YNL092W']"
PF07946,1,['YNR021W']
PF07950,1,['YOR228C']
PF07954,1,['YIL077C']
PF07955,1,['YKR049C']
PF07956,1,['YFR011C']
PF07957,1,['YKL142W']
PF07960,1,['YGR174C']
PF07961,1,['YBR185C']
PF07962,1,['YMR048W']
PF07964,1,['YLR263W']
PF07967,1,['YML107C']
PF07970,2,"['YAL042W', 'YML067C']"
PF07973,3,"['YIL078W', 'YNL040W', 'YOR335C']"
PF07975,1,['YLR005W']
PF07983,2,"['YLR343W', 'YMR307W']"
PF07985,1,['YLR412W']
PF07991,1,['YLR355C']
PF07992,10,"['YDL085W', 'YDL171C', 'YDR353W', 'YFL018C', 'YHR106W', 'YML120C', 'YMR145C', 'YNR074C', 'YPL017C', 'YPL091W']"
PF07993,1,['YBR115C']
PF07994,1,['YJL153C']
PF08020,1,['YDR540C']
PF08022,8,"['YGL160W', 'YKL220C', 'YLL051C', 'YLR214W', 'YNR060W', 'YOL152W', 'YOR381W', 'YOR384W']"
PF08029,1,['YER055C']
PF08030,8,"['YGL160W', 'YKL220C', 'YLL051C', 'YLR214W', 'YNR060W', 'YOL152W', 'YOR381W', 'YOR384W']"
PF08032,1,['YOR201C']
PF08033,4,"['YHR098C', 'YIL109C', 'YNL049C', 'YPR181C']"
PF08038,1,['YNL070W']
PF08058,1,['YLR018C']
PF08059,1,['YBL058W']
PF08064,1,['YBR136W']
PF08068,1,['YLR175W']
PF08069,1,['YDR064W']
PF08071,2,"['YHR203C', 'YJR145C']"
PF08079,2,"['YGL076C', 'YPL198W']"
PF08082,1,['YHR165C']
PF08083,1,['YHR165C']
PF08084,1,['YHR165C']
PF08101,1,['YOR188W']
PF08114,2,"['YCR024C-A', 'YEL017C-A']"
PF08118,2,"['YHR194W', 'YOR147W']"
PF08123,1,['YDR440W']
PF08125,2,"['YEL070W', 'YNR073C']"
PF08142,2,"['YDL060W', 'YPL217C']"
PF08144,1,['YDR496C']
PF08145,1,['YMR049C']
PF08146,1,['YJL109C']
PF08147,1,['YDL031W']
PF08148,2,"['YJL050W', 'YLR398C']"
PF08149,1,['YER082C']
PF08153,1,['YNR053C']
PF08154,2,"['YCR072C', 'YOR272W']"
PF08155,1,['YPL093W']
PF08156,2,"['YLR197W', 'YOR310C']"
PF08158,1,['YGR245C']
PF08159,2,"['YDR365C', 'YGR145W']"
PF08161,1,['YPL012W']
PF08164,1,['YDR299W']
PF08167,1,['YHR197W']
PF08170,1,['YNL221C']
PF08171,2,"['YGR188C', 'YJL013C']"
PF08172,1,['YKL179C']
PF08190,1,['YHR034C']
PF08192,1,['YJL156C']
PF08202,1,['YIR010W']
PF08203,1,['YDR156W']
PF08208,1,['YJL148W']
PF08209,1,['YPL047W']
PF08213,1,['YLR204W']
PF08214,1,['YLL002W']
PF08219,1,['YOL026C']
PF08221,1,['YPR190C']
PF08226,1,['YIR006C']
PF08227,1,['YKL138C-A']
PF08228,1,['YNL282W']
PF08229,1,['YDL212W']
PF08231,1,['YGR129W']
PF08232,1,['YMR029C']
PF08235,1,['YMR165C']
PF08236,1,['YJL168C']
PF08238,4,"['YBL061C', 'YDL203C', 'YER096W', 'YLR207W']"
PF08240,15,"['YAL060W', 'YAL061W', 'YBL069W', 'YBR046C', 'YBR145W', 'YCR105W', 'YDL168W', 'YDL246C', 'YER101C', 'YJR159W', 'YLR070C', 'YMR083W', 'YMR303C', 'YMR318C', 'YOL086C']"
PF08241,4,"['YCR047C', 'YHR209W', 'YML008C', 'YML014W']"
PF08242,1,['YOR239W']
PF08243,1,['YER161C']
PF08244,1,['YIL162W']
PF08245,1,['YMR113W']
PF08252,1,['YOR302W']
PF08264,4,"['YBL076C', 'YGR094W', 'YPL040C', 'YPL160W']"
PF08265,2,"['YDR485C', 'YEL044W']"
PF08267,1,['YER091C']
PF08271,3,"['YGR246C', 'YKL028W', 'YPR086W']"
PF08286,1,['YMR117C']
PF08287,1,['YDR201W']
PF08288,1,['YPL175W']
PF08292,1,['YKL144C']
PF08293,1,['YGR215W']
PF08294,1,['YGR033C']
PF08295,1,['YOL004W']
PF08297,1,['YOR078W']
PF08302,1,['YJL087C']
PF08303,1,['YJL087C']
PF08311,2,"['YGR188C', 'YJL013C']"
PF08312,1,['YDR482C']
PF08313,1,['YGL066W']
PF08314,1,['YLR440C']
PF08316,2,"['YDR348C', 'YHR097C']"
PF08317,1,['YGL093W']
PF08318,1,['YPR105C']
PF08320,1,['YCL052C']
PF08321,1,['YGR123C']
PF08324,1,['YKL213C']
PF08325,1,['YHR134W']
PF08326,2,"['YMR207C', 'YNR016C']"
PF08327,1,['YDR214W']
PF08351,1,['YNL132W']
PF08354,1,['YKL182W']
PF08355,1,['YAL048C']
PF08356,1,['YAL048C']
PF08367,1,['YDR430C']
PF08375,1,['YER021W']
PF08385,1,['YKR054C']
PF08389,3,"['YGR218W', 'YKL205W', 'YOR160W']"
PF08390,2,"['YHL003C', 'YKL008C']"
PF08393,1,['YKR054C']
PF08407,2,"['YBR038W', 'YNL192W']"
PF08418,1,['YBL035C']
PF08423,4,"['YDR004W', 'YDR076W', 'YER095W', 'YER179W']"
PF08426,1,['YIL090W']
PF08432,1,['YER128W']
PF08433,1,['YKL110C']
PF08438,1,['YGR210C']
PF08442,1,['YGR244C']
PF08443,1,['YLR410W']
PF08449,2,"['YEL004W', 'YPL244C']"
PF08450,1,['YBR053C']
PF08457,1,['YLL003W']
PF08490,1,['YNL262W']
PF08491,1,['YGR175C']
PF08492,1,['YPL210C']
PF08498,1,['YML008C']
PF08501,1,['YDR127W']
PF08502,2,"['YNL104C', 'YOR108W']"
PF08505,1,['YLR190W']
PF08506,2,"['YDR395W', 'YGL238W']"
PF08507,1,['YDR100W']
PF08508,1,['YPR109W']
PF08509,1,['YJL005W']
PF08510,1,['YDR437W']
PF08511,1,['YLR201C']
PF08512,3,"['YGL207W', 'YML069W', 'YNL206C']"
PF08513,3,"['YBR103W', 'YBR198C', 'YMR164C']"
PF08514,1,['YIL026C']
PF08518,2,"['YLL021W', 'YLR313C']"
PF08519,1,['YOR217W']
PF08520,2,"['YIL156W-B', 'YKL018C-A']"
PF08523,1,['YOR298C-A']
PF08524,1,['YLR068W']
PF08528,2,"['YNR009W', 'YOR083W']"
PF08534,1,['YLR109W']
